,SPECIES,SPECIES_NAME,GROUP,MAJOR_ORDER
3354,Lep_6544,Eupithecia innotata,Moths,TERRESTRIAL_INSECTS
3355,Lep_6547,Eupithecia innotata form fraxinata,Moths,TERRESTRIAL_INSECTS
3356,Lep_6460,Eupithecia insigniata,Moths,TERRESTRIAL_INSECTS
3357,Lep_6481,Eupithecia intricata,Moths,TERRESTRIAL_INSECTS
3358,Lep_6436,Eupithecia inturbata,Moths,TERRESTRIAL_INSECTS
3359,Lep_6454,Eupithecia irriguata,Moths,TERRESTRIAL_INSECTS
3360,Lep_6568,Eupithecia lariciata,Moths,TERRESTRIAL_INSECTS
3361,Lep_6448,Eupithecia linariata,Moths,TERRESTRIAL_INSECTS
3362,Lep_6523,Eupithecia millefoliata,Moths,TERRESTRIAL_INSECTS
3363,Lep_6538,Eupithecia nanata,Moths,TERRESTRIAL_INSECTS
3364,Lep_6565,Eupithecia phoeniceata,Moths,TERRESTRIAL_INSECTS
3365,Lep_6535,Eupithecia pimpinellata,Moths,TERRESTRIAL_INSECTS
3366,Lep_6442,Eupithecia plumbeolata,Moths,TERRESTRIAL_INSECTS
3367,Lep_6451,Eupithecia pulchellata,Moths,TERRESTRIAL_INSECTS
3368,Lep_6562,Eupithecia pusillata,Moths,TERRESTRIAL_INSECTS
3369,Lep_6466,Eupithecia pygmaeata,Moths,TERRESTRIAL_INSECTS
3370,Lep_6484,Eupithecia satyrata,Moths,TERRESTRIAL_INSECTS
3371,Lep_6526,Eupithecia simpliciata,Moths,TERRESTRIAL_INSECTS
3372,Lep_6511,Eupithecia subfuscata,Moths,TERRESTRIAL_INSECTS
3373,Lep_6520,Eupithecia subumbrata,Moths,TERRESTRIAL_INSECTS
3374,Lep_6517,Eupithecia succenturiata,Moths,TERRESTRIAL_INSECTS
3375,Lep_6571,Eupithecia tantillaria,Moths,TERRESTRIAL_INSECTS
3376,Lep_6433,Eupithecia tenuiata,Moths,TERRESTRIAL_INSECTS
3377,Lep_6505,Eupithecia tripunctaria,Moths,TERRESTRIAL_INSECTS
3378,Lep_6478,Eupithecia trisignaria,Moths,TERRESTRIAL_INSECTS
3379,Lep_6566,Eupithecia ultimaria,Moths,TERRESTRIAL_INSECTS
3380,Lep_6463,Eupithecia valerianata,Moths,TERRESTRIAL_INSECTS
3381,Lep_6469,Eupithecia venosata,Moths,TERRESTRIAL_INSECTS
3382,Lep_6553,Eupithecia virgaureata,Moths,TERRESTRIAL_INSECTS
3383,Lep_6502,Eupithecia vulgata,Moths,TERRESTRIAL_INSECTS
3384,Lep_7201,Euplagia quadripunctaria,Moths,TERRESTRIAL_INSECTS
3385,Lep_7915,Euplexia lucipara,Moths,TERRESTRIAL_INSECTS
3386,Lep_7087,Euproctis chrysorrhoea,Moths,TERRESTRIAL_INSECTS
3387,Lep_7090,Euproctis similis,Moths,TERRESTRIAL_INSECTS
3388,Lep_7768,Eupsilia transversa,Moths,TERRESTRIAL_INSECTS
3389,Lep_7411,Eurois occulta,Moths,TERRESTRIAL_INSECTS
3390,Lep_6316,Eustroma reticulata,Moths,TERRESTRIAL_INSECTS
3391,Lep_5920,Euthrix potatoria,Moths,TERRESTRIAL_INSECTS
3392,Lep_7249,Euxoa cursoria,Moths,TERRESTRIAL_INSECTS
3393,Lep_7246,Euxoa nigricans,Moths,TERRESTRIAL_INSECTS
3394,Lep_7240,Euxoa obelisca,Moths,TERRESTRIAL_INSECTS
3395,Lep_7243,Euxoa tritici,Moths,TERRESTRIAL_INSECTS
3396,Lep_5935,Falcaria lacertinaria,Moths,TERRESTRIAL_INSECTS
3397,Lep_6988,Furcula bicuspis,Moths,TERRESTRIAL_INSECTS
3398,Lep_6994,Furcula bifida,Moths,TERRESTRIAL_INSECTS
3399,Lep_6991,Furcula furcula,Moths,TERRESTRIAL_INSECTS
3400,Lep_5926,Gastropacha quercifolia,Moths,TERRESTRIAL_INSECTS
3401,Lep_5998,Geometra papilionaria,Moths,TERRESTRIAL_INSECTS
3402,Lep_6889,Gnophos obfuscata,Moths,TERRESTRIAL_INSECTS
3403,Lep_8095,Gortyna borelii,Moths,TERRESTRIAL_INSECTS
3404,Lep_8092,Gortyna flavago,Moths,TERRESTRIAL_INSECTS
3405,Lep_7342,Graphiphora augur,Moths,TERRESTRIAL_INSECTS
3406,Lep_7741,Griposia aprilina,Moths,TERRESTRIAL_INSECTS
3407,Lep_6586,Gymnoscelis rufifasciata,Moths,TERRESTRIAL_INSECTS
3408,Lep_5959,Habrosyne pyritoides,Moths,TERRESTRIAL_INSECTS
3409,Lep_7441,Hada plebeja,Moths,TERRESTRIAL_INSECTS
3410,Lep_7516,Hadena albimacula,Moths,TERRESTRIAL_INSECTS
3411,Lep_7519,Hadena bicruris,Moths,TERRESTRIAL_INSECTS
3412,Lep_7522,Hadena caesia,Moths,TERRESTRIAL_INSECTS
3413,Lep_7510,Hadena compta,Moths,TERRESTRIAL_INSECTS
3414,Lep_7513,Hadena confusa,Moths,TERRESTRIAL_INSECTS
3415,Lep_7507,Hadena luteago,Moths,TERRESTRIAL_INSECTS
3416,Lep_7501,Hadena perplexa,Moths,TERRESTRIAL_INSECTS
3417,Lep_9226,Hadena perplexa subsp. capsophila,Moths,TERRESTRIAL_INSECTS
3418,Lep_7492,Hecatera bicolorata,Moths,TERRESTRIAL_INSECTS
3419,Lep_7495,Hecatera dysodea,Moths,TERRESTRIAL_INSECTS
3420,Lep_8200,Helicoverpa armigera,Moths,TERRESTRIAL_INSECTS
3421,Lep_8206,Heliothis maritima,Moths,TERRESTRIAL_INSECTS
3422,Lep_8209,Heliothis peltigera,Moths,TERRESTRIAL_INSECTS
3423,Lep_8203,Heliothis viriplaca,Moths,TERRESTRIAL_INSECTS
3424,Lep_6949,Hemaris fuciformis,Moths,TERRESTRIAL_INSECTS
3425,Lep_6946,Hemaris tityus,Moths,TERRESTRIAL_INSECTS
3426,Lep_6019,Hemistola chrysoprasaria,Moths,TERRESTRIAL_INSECTS
3427,Lep_6007,Hemithea aestivaria,Moths,TERRESTRIAL_INSECTS
3428,Lep_1042,Hepialus humuli,Moths,TERRESTRIAL_INSECTS
3429,Lep_8476,Herminia grisealis,Moths,TERRESTRIAL_INSECTS
3430,Lep_8473,Herminia tarsicrinalis,Moths,TERRESTRIAL_INSECTS
3431,Lep_8467,Herminia tarsipennalis,Moths,TERRESTRIAL_INSECTS
3432,Lep_1522,Heterogenea asella,Moths,TERRESTRIAL_INSECTS
3433,Lep_8152,Hoplodrina ambigua,Moths,TERRESTRIAL_INSECTS
3434,Lep_8146,Hoplodrina blanda,Moths,TERRESTRIAL_INSECTS
3435,Lep_8143,Hoplodrina octogenaria,Moths,TERRESTRIAL_INSECTS
3436,Lep_6346,Horisme tersata,Moths,TERRESTRIAL_INSECTS
3437,Lep_6343,Horisme vitalbata,Moths,TERRESTRIAL_INSECTS
3438,Lep_8083,Hydraecia micacea,Moths,TERRESTRIAL_INSECTS
3439,Lep_8089,Hydraecia osseola,Moths,TERRESTRIAL_INSECTS
3440,Lep_8086,Hydraecia petasitis,Moths,TERRESTRIAL_INSECTS
3441,Lep_6628,Hydrelia flammeolaria,Moths,TERRESTRIAL_INSECTS
3442,Lep_6631,Hydrelia sylvata,Moths,TERRESTRIAL_INSECTS
3443,Lep_6331,Hydriomena furcata,Moths,TERRESTRIAL_INSECTS
3444,Lep_6334,Hydriomena impluviata,Moths,TERRESTRIAL_INSECTS
3445,Lep_6337,Hydriomena ruberata,Moths,TERRESTRIAL_INSECTS
3446,Lep_6886,Hylaea fasciaria,Moths,TERRESTRIAL_INSECTS
3447,Lep_6961,Hyles gallii,Moths,TERRESTRIAL_INSECTS
3448,Lep_6970,Hyles livornica,Moths,TERRESTRIAL_INSECTS
3449,Lep_8428,Hypena crassalis,Moths,TERRESTRIAL_INSECTS
3450,Lep_8434,Hypena obsitalis,Moths,TERRESTRIAL_INSECTS
3451,Lep_8431,Hypena proboscidalis,Moths,TERRESTRIAL_INSECTS
3452,Lep_8440,Hypena rostralis,Moths,TERRESTRIAL_INSECTS
3453,Lep_8455,Hypenodes humidalis,Moths,TERRESTRIAL_INSECTS
3454,Lep_6832,Hypomecis punctinalis,Moths,TERRESTRIAL_INSECTS
3455,Lep_6829,Hypomecis roboraria,Moths,TERRESTRIAL_INSECTS
3456,Lep_7960,Hyppa rectilinea,Moths,TERRESTRIAL_INSECTS
3457,Lep_6139,Idaea aversata,Moths,TERRESTRIAL_INSECTS
3458,Lep_6106,Idaea biselata,Moths,TERRESTRIAL_INSECTS
3459,Lep_6142,Idaea degeneraria,Moths,TERRESTRIAL_INSECTS
3460,Lep_6124,Idaea dimidiata,Moths,TERRESTRIAL_INSECTS
3461,Lep_6136,Idaea emarginata,Moths,TERRESTRIAL_INSECTS
3462,Lep_6115,Idaea fuscovenosa,Moths,TERRESTRIAL_INSECTS
3463,Lep_6094,Idaea muricata,Moths,TERRESTRIAL_INSECTS
3464,Lep_6088,Idaea ochrata,Moths,TERRESTRIAL_INSECTS
3465,Lep_6097,Idaea rusticata,Moths,TERRESTRIAL_INSECTS
3466,Lep_6121,Idaea seriata,Moths,TERRESTRIAL_INSECTS
3467,Lep_6145,Idaea straminata,Moths,TERRESTRIAL_INSECTS
3468,Lep_6127,Idaea subsericeata,Moths,TERRESTRIAL_INSECTS
3469,Lep_6103,Idaea sylvestraria,Moths,TERRESTRIAL_INSECTS
3470,Lep_6133,Idaea trigeminata,Moths,TERRESTRIAL_INSECTS
3471,Lep_7933,Ipimorpha retusa,Moths,TERRESTRIAL_INSECTS
3472,Lep_7936,Ipimorpha subtusa,Moths,TERRESTRIAL_INSECTS
3473,Lep_6022,Jodis lactearia,Moths,TERRESTRIAL_INSECTS
3474,Lep_1495,Jordanita globulariae,Moths,TERRESTRIAL_INSECTS
3475,Lep_7468,Lacanobia contigua,Moths,TERRESTRIAL_INSECTS
3476,Lep_7480,Lacanobia oleracea,Moths,TERRESTRIAL_INSECTS
3477,Lep_7478,Lacanobia splendens,Moths,TERRESTRIAL_INSECTS
3478,Lep_7477,Lacanobia suasa,Moths,TERRESTRIAL_INSECTS
3479,Lep_7474,Lacanobia thalassina,Moths,TERRESTRIAL_INSECTS
3480,Lep_7471,Lacanobia w-latinum,Moths,TERRESTRIAL_INSECTS
3481,Lep_6253,Lampropteryx otregiata,Moths,TERRESTRIAL_INSECTS
3482,Lep_6250,Lampropteryx suffumata,Moths,TERRESTRIAL_INSECTS
3483,Lep_6943,Laothoe populi,Moths,TERRESTRIAL_INSECTS
3484,Lep_6235,Larentia clavaria,Moths,TERRESTRIAL_INSECTS
3485,Lep_5911,Lasiocampa quercus,Moths,TERRESTRIAL_INSECTS
3486,Lep_9052,Lasiocampa quercus form callunae,Moths,TERRESTRIAL_INSECTS
3487,Lep_5908,Lasiocampa trifolii,Moths,TERRESTRIAL_INSECTS
3488,Lep_9053,Lasiocampa trifolii form flava,Moths,TERRESTRIAL_INSECTS
3489,Lep_8419,Laspeyria flexula,Moths,TERRESTRIAL_INSECTS
3490,Lep_7615,Leucania comma,Moths,TERRESTRIAL_INSECTS
3491,Lep_7624,Leucania loreyi,Moths,TERRESTRIAL_INSECTS
3492,Lep_7612,Leucania obsoleta,Moths,TERRESTRIAL_INSECTS
3493,Lep_7618,Leucania putrescens,Moths,TERRESTRIAL_INSECTS
3494,Lep_7678,Leucochlaena oditis,Moths,TERRESTRIAL_INSECTS
3495,Lep_7093,Leucoma salicis,Moths,TERRESTRIAL_INSECTS
3496,Lep_6664,Ligdia adustata,Moths,TERRESTRIAL_INSECTS
3497,Lep_7720,Lithophane leautieri,Moths,TERRESTRIAL_INSECTS
3498,Lep_7711,Lithophane ornitopus,Moths,TERRESTRIAL_INSECTS
3499,Lep_7705,Lithophane semibrunnea,Moths,TERRESTRIAL_INSECTS
3500,Lep_7708,Lithophane socia,Moths,TERRESTRIAL_INSECTS
3501,Lep_7153,Lithosia quadra,Moths,TERRESTRIAL_INSECTS
3502,Lep_6613,Lithostege griseata,Moths,TERRESTRIAL_INSECTS
3503,Lep_6637,Lobophora halterata,Moths,TERRESTRIAL_INSECTS
3504,Lep_6661,Lomaspilis marginata,Moths,TERRESTRIAL_INSECTS
3505,Lep_6871,Lomographa bimaculata,Moths,TERRESTRIAL_INSECTS
3506,Lep_6874,Lomographa temerata,Moths,TERRESTRIAL_INSECTS
3507,Lep_8062,Luperina nickerlii,Moths,TERRESTRIAL_INSECTS
3508,Lep_8059,Luperina testacea,Moths,TERRESTRIAL_INSECTS
3509,Lep_6781,Lycia hirtaria,Moths,TERRESTRIAL_INSECTS
3510,Lep_6787,Lycia lapponaria,Moths,TERRESTRIAL_INSECTS
3511,Lep_6784,Lycia zonaria,Moths,TERRESTRIAL_INSECTS
3512,Lep_7354,Lycophotia porphyrea,Moths,TERRESTRIAL_INSECTS
3513,Lep_8398,Lygephila pastinum,Moths,TERRESTRIAL_INSECTS
3514,Lep_7102,Lymantria dispar,Moths,TERRESTRIAL_INSECTS
3515,Lep_7099,Lymantria monacha,Moths,TERRESTRIAL_INSECTS
3516,Lep_6670,Macaria alternata,Moths,TERRESTRIAL_INSECTS
3517,Lep_6688,Macaria brunneata,Moths,TERRESTRIAL_INSECTS
3518,Lep_6685,Macaria carbonaria,Moths,TERRESTRIAL_INSECTS
3519,Lep_6679,Macaria liturata,Moths,TERRESTRIAL_INSECTS
3520,Lep_6667,Macaria notata,Moths,TERRESTRIAL_INSECTS
3521,Lep_6691,Macaria wauaria,Moths,TERRESTRIAL_INSECTS
3522,Lep_8308,Macdunnoughia confusa,Moths,TERRESTRIAL_INSECTS
3523,Lep_8479,Macrochilo cribrumalis,Moths,TERRESTRIAL_INSECTS
3524,Lep_6952,Macroglossum stellatarum,Moths,TERRESTRIAL_INSECTS
3525,Lep_5914,Macrothylacia rubi,Moths,TERRESTRIAL_INSECTS
3526,Lep_5905,Malacosoma castrensis,Moths,TERRESTRIAL_INSECTS
3527,Lep_5902,Malacosoma neustria,Moths,TERRESTRIAL_INSECTS
3528,Lep_7462,Mamestra brassicae,Moths,TERRESTRIAL_INSECTS
3529,Lep_7228,Meganola albula,Moths,TERRESTRIAL_INSECTS
3530,Lep_7225,Meganola strigula,Moths,TERRESTRIAL_INSECTS
3531,Lep_7465,Melanchra persicariae,Moths,TERRESTRIAL_INSECTS
3532,Lep_6352,Melanthia procellata,Moths,TERRESTRIAL_INSECTS
3533,Lep_6808,Menophra abruptaria,Moths,TERRESTRIAL_INSECTS
3535,Lep_6244,Mesoleuca albicillata,Moths,TERRESTRIAL_INSECTS
3536,Lep_8023,Mesoligia furuncula,Moths,TERRESTRIAL_INSECTS
3537,Lep_6427,Mesotype didymata,Moths,TERRESTRIAL_INSECTS
3538,Lep_7111,Miltochrista miniata,Moths,TERRESTRIAL_INSECTS
3539,Lep_6937,Mimas tiliae,Moths,TERRESTRIAL_INSECTS
3540,Lep_6634,Minoa murinata,Moths,TERRESTRIAL_INSECTS
3541,Lep_7750,Mniotype adusta,Moths,TERRESTRIAL_INSECTS
3542,Lep_7831,Moma alpium,Moths,TERRESTRIAL_INSECTS
3543,Lep_7900,Mormo maura,Moths,TERRESTRIAL_INSECTS
3544,Lep_7582,Mythimna albipuncta,Moths,TERRESTRIAL_INSECTS
3545,Lep_7576,Mythimna conigera,Moths,TERRESTRIAL_INSECTS
3546,Lep_7600,Mythimna favicolor,Moths,TERRESTRIAL_INSECTS
3547,Lep_7579,Mythimna ferrago,Moths,TERRESTRIAL_INSECTS
3548,Lep_7594,Mythimna impura,Moths,TERRESTRIAL_INSECTS
3549,Lep_7606,Mythimna l-album,Moths,TERRESTRIAL_INSECTS
3550,Lep_7603,Mythimna litoralis,Moths,TERRESTRIAL_INSECTS
3551,Lep_7597,Mythimna pallens,Moths,TERRESTRIAL_INSECTS
3552,Lep_7588,Mythimna pudorina,Moths,TERRESTRIAL_INSECTS
3553,Lep_7591,Mythimna straminea,Moths,TERRESTRIAL_INSECTS
3554,Lep_7573,Mythimna turca,Moths,TERRESTRIAL_INSECTS
3555,Lep_7609,Mythimna unipuncta,Moths,TERRESTRIAL_INSECTS
3556,Lep_7585,Mythimna vitellina,Moths,TERRESTRIAL_INSECTS
3557,Lep_7408,Naenia typica,Moths,TERRESTRIAL_INSECTS
3558,Lep_6259,Nebula salicata,Moths,TERRESTRIAL_INSECTS
3559,Lep_7327,Noctua comes,Moths,TERRESTRIAL_INSECTS
3560,Lep_7330,Noctua fimbriata,Moths,TERRESTRIAL_INSECTS
3561,Lep_7336,Noctua interjecta,Moths,TERRESTRIAL_INSECTS
3562,Lep_7333,Noctua janthe,Moths,TERRESTRIAL_INSECTS
3563,Lep_7324,Noctua orbona,Moths,TERRESTRIAL_INSECTS
3564,Lep_7321,Noctua pronuba,Moths,TERRESTRIAL_INSECTS
3565,Lep_7237,Nola aerugula,Moths,TERRESTRIAL_INSECTS
3566,Lep_7234,Nola confusalis,Moths,TERRESTRIAL_INSECTS
3567,Lep_7231,Nola cucullatella,Moths,TERRESTRIAL_INSECTS
3568,Lep_8107,Nonagria typhae,Moths,TERRESTRIAL_INSECTS
3569,Lep_7000,Notodonta dromedarius,Moths,TERRESTRIAL_INSECTS
3570,Lep_7009,Notodonta ziczac,Moths,TERRESTRIAL_INSECTS
3571,Lep_7114,Nudaria mundana,Moths,TERRESTRIAL_INSECTS
3572,Lep_8269,Nycteola revayana,Moths,TERRESTRIAL_INSECTS
3573,Lep_5971,Ochropacha duplaris,Moths,TERRESTRIAL_INSECTS
3574,Lep_7306,Ochropleura plecta,Moths,TERRESTRIAL_INSECTS
3575,Lep_6610,Odezia atrata,Moths,TERRESTRIAL_INSECTS
3576,Lep_6760,Odontopera bidentata,Moths,TERRESTRIAL_INSECTS
3577,Lep_7030,Odontosia carmelita,Moths,TERRESTRIAL_INSECTS
3578,Lep_8020,Oligia fasciuncula,Moths,TERRESTRIAL_INSECTS
3579,Lep_8017,Oligia latruncula,Moths,TERRESTRIAL_INSECTS
3580,Lep_8011,Oligia strigilis,Moths,TERRESTRIAL_INSECTS
3581,Lep_8014,Oligia versicolor,Moths,TERRESTRIAL_INSECTS
3582,Lep_7810,Omphaloscelis lunosa,Moths,TERRESTRIAL_INSECTS
3583,Lep_6397,Operophtera brumata,Moths,TERRESTRIAL_INSECTS
3584,Lep_6400,Operophtera fagata,Moths,TERRESTRIAL_INSECTS
3585,Lep_6718,Opisthograptis luteolata,Moths,TERRESTRIAL_INSECTS
3586,Lep_7078,Orgyia antiqua,Moths,TERRESTRIAL_INSECTS
3587,Lep_6157,Orthonama vittata,Moths,TERRESTRIAL_INSECTS
3588,Lep_7561,Orthosia cerasi,Moths,TERRESTRIAL_INSECTS
3589,Lep_7546,Orthosia cruda,Moths,TERRESTRIAL_INSECTS
3590,Lep_7570,Orthosia gothica,Moths,TERRESTRIAL_INSECTS
3591,Lep_7558,Orthosia gracilis,Moths,TERRESTRIAL_INSECTS
3592,Lep_7564,Orthosia incerta,Moths,TERRESTRIAL_INSECTS
3593,Lep_7549,Orthosia miniosa,Moths,TERRESTRIAL_INSECTS
3594,Lep_7552,Orthosia opima,Moths,TERRESTRIAL_INSECTS
3595,Lep_7555,Orthosia populeti,Moths,TERRESTRIAL_INSECTS
3596,Lep_6766,Ourapteryx sambucaria,Moths,TERRESTRIAL_INSECTS
3597,Lep_6715,Pachycnemia hippocastanaria,Moths,TERRESTRIAL_INSECTS
3598,Lep_8191,Panemeria tenebrata,Moths,TERRESTRIAL_INSECTS
3599,Lep_7537,Panolis flammea,Moths,TERRESTRIAL_INSECTS
3600,Lep_7486,Papestra biren,Moths,TERRESTRIAL_INSECTS
3601,Lep_8482,Paracolax tristalis,Moths,TERRESTRIAL_INSECTS
3602,Lep_6847,Paradarisa consonaria,Moths,TERRESTRIAL_INSECTS
3603,Lep_8425,Parascotia fuliginaria,Moths,TERRESTRIAL_INSECTS
3604,Lep_7168,Parasemia plantaginis,Moths,TERRESTRIAL_INSECTS
3605,Lep_7804,Parastichtis suspecta,Moths,TERRESTRIAL_INSECTS
3606,Lep_6850,Parectropis similaria,Moths,TERRESTRIAL_INSECTS
3607,Lep_6355,Pareulype berberata,Moths,TERRESTRIAL_INSECTS
3608,Lep_6577,Pasiphila chloerata,Moths,TERRESTRIAL_INSECTS
3609,Lep_6583,Pasiphila debiliata,Moths,TERRESTRIAL_INSECTS
3610,Lep_6580,Pasiphila rectangulata,Moths,TERRESTRIAL_INSECTS
3611,Lep_8465,Pechipogo plumigeralis,Moths,TERRESTRIAL_INSECTS
3612,Lep_8464,Pechipogo strigilata,Moths,TERRESTRIAL_INSECTS
3613,Lep_7123,Pelosia muscerda,Moths,TERRESTRIAL_INSECTS
3614,Lep_7126,Pelosia obtusa,Moths,TERRESTRIAL_INSECTS
3615,Lep_6247,Pelurga comitata,Moths,TERRESTRIAL_INSECTS
3616,Lep_6301,Pennithera firmata,Moths,TERRESTRIAL_INSECTS
3617,Lep_6910,Perconia strigillaria,Moths,TERRESTRIAL_INSECTS
3618,Lep_6811,Peribatodes rhomboidaria,Moths,TERRESTRIAL_INSECTS
3619,Lep_7015,Peridea anceps,Moths,TERRESTRIAL_INSECTS
3620,Lep_7357,Peridroma saucia,Moths,TERRESTRIAL_INSECTS
3621,Lep_6406,Perizoma affinitata,Moths,TERRESTRIAL_INSECTS
3622,Lep_6421,Perizoma albulata,Moths,TERRESTRIAL_INSECTS
3623,Lep_6409,Perizoma alchemillata,Moths,TERRESTRIAL_INSECTS
3624,Lep_6412,Perizoma bifaciata,Moths,TERRESTRIAL_INSECTS
3625,Lep_6418,Perizoma blandiata,Moths,TERRESTRIAL_INSECTS
3626,Lep_6424,Perizoma flavofasciata,Moths,TERRESTRIAL_INSECTS
3627,Lep_6415,Perizoma minorata,Moths,TERRESTRIAL_INSECTS
3628,Lep_6706,Petrophora chlorosata,Moths,TERRESTRIAL_INSECTS
3629,Lep_6982,Phalera bucephala,Moths,TERRESTRIAL_INSECTS
3630,Lep_7018,Pheosia gnoma,Moths,TERRESTRIAL_INSECTS
3631,Lep_7021,Pheosia tremula,Moths,TERRESTRIAL_INSECTS
3632,Lep_6154,Phibalapteryx virgata,Moths,TERRESTRIAL_INSECTS
3633,Lep_6778,Phigalia pilosaria,Moths,TERRESTRIAL_INSECTS
3634,Lep_6376,Philereme transversata,Moths,TERRESTRIAL_INSECTS
3635,Lep_6373,Philereme vetulata,Moths,TERRESTRIAL_INSECTS
3636,Lep_7918,Phlogophora meticulosa,Moths,TERRESTRIAL_INSECTS
3637,Lep_8032,Photedes captiuncula,Moths,TERRESTRIAL_INSECTS
3638,Lep_8041,Photedes extrema,Moths,TERRESTRIAL_INSECTS
3639,Lep_8047,Photedes fluxa,Moths,TERRESTRIAL_INSECTS
3640,Lep_8035,Photedes minima,Moths,TERRESTRIAL_INSECTS
3641,Lep_1480,Phragmataecia castaneae,Moths,TERRESTRIAL_INSECTS
3642,Lep_7192,Phragmatobia fuliginosa,Moths,TERRESTRIAL_INSECTS
3643,Lep_8410,Phytometra viridaria,Moths,TERRESTRIAL_INSECTS
3644,Lep_6712,Plagodis dolabraria,Moths,TERRESTRIAL_INSECTS
3645,Lep_6709,Plagodis pulveraria,Moths,TERRESTRIAL_INSECTS
3646,Lep_6298,Plemyria rubiginata,Moths,TERRESTRIAL_INSECTS
3647,Lep_8317,Plusia festucae,Moths,TERRESTRIAL_INSECTS
3648,Lep_8320,Plusia putnami,Moths,TERRESTRIAL_INSECTS
3649,Lep_5893,Poecilocampa populi,Moths,TERRESTRIAL_INSECTS
3650,Lep_7444,Polia bombycina,Moths,TERRESTRIAL_INSECTS
3651,Lep_7447,Polia hepatica,Moths,TERRESTRIAL_INSECTS
3652,Lep_7450,Polia nebulosa,Moths,TERRESTRIAL_INSECTS
3653,Lep_8311,Polychrysia moneta,Moths,TERRESTRIAL_INSECTS
3654,Lep_7756,Polymixis flavicincta,Moths,TERRESTRIAL_INSECTS
3655,Lep_7765,Polymixis lichenea,Moths,TERRESTRIAL_INSECTS
3656,Lep_7759,Polymixis xanthomista,Moths,TERRESTRIAL_INSECTS
3657,Lep_5980,Polyploca ridens,Moths,TERRESTRIAL_INSECTS
3658,Lep_7348,Protolampra sobrina,Moths,TERRESTRIAL_INSECTS
3659,Lep_8266,Pseudoips prasinana,Moths,TERRESTRIAL_INSECTS
3660,Lep_6727,Pseudopanthera macularia,Moths,TERRESTRIAL_INSECTS
3661,Lep_5995,Pseudoterpna pruinata,Moths,TERRESTRIAL_INSECTS
3662,Lep_6646,Pterapherapteryx sexalata,Moths,TERRESTRIAL_INSECTS
3663,Lep_7033,Pterostoma palpina,Moths,TERRESTRIAL_INSECTS
3664,Lep_7024,Ptilodon capucina,Moths,TERRESTRIAL_INSECTS
3665,Lep_7027,Ptilodon cucullina,Moths,TERRESTRIAL_INSECTS
3666,Lep_7039,Ptilophora plumigera,Moths,TERRESTRIAL_INSECTS
3667,Lep_2149,Pyropteron muscaeformis,Moths,TERRESTRIAL_INSECTS
3668,Lep_8197,Pyrrhia umbra,Moths,TERRESTRIAL_INSECTS
3669,Lep_6361,Rheumaptera hastata,Moths,TERRESTRIAL_INSECTS
3670,Lep_8125,Rhizedra lutosa,Moths,TERRESTRIAL_INSECTS
3671,Lep_6148,Rhodometra sacraria,Moths,TERRESTRIAL_INSECTS
3672,Lep_7315,Rhyacia simulans,Moths,TERRESTRIAL_INSECTS
3673,Lep_8422,Rivula sericealis,Moths,TERRESTRIAL_INSECTS
3674,Lep_7906,Rusina ferruginea,Moths,TERRESTRIAL_INSECTS
3675,Lep_5950,Sabra harpagula,Moths,TERRESTRIAL_INSECTS
3676,Lep_5929,Saturnia pavonia,Moths,TERRESTRIAL_INSECTS
3677,Lep_8452,Schrankia costaestrigalis,Moths,TERRESTRIAL_INSECTS
3678,Lep_8446,Schrankia taenialis,Moths,TERRESTRIAL_INSECTS
3679,Lep_8407,Scoliopteryx libatrix,Moths,TERRESTRIAL_INSECTS
3680,Lep_6073,Scopula emutaria,Moths,TERRESTRIAL_INSECTS
3681,Lep_6079,Scopula floslactata,Moths,TERRESTRIAL_INSECTS
3682,Lep_6070,Scopula imitaria,Moths,TERRESTRIAL_INSECTS
3683,Lep_6076,Scopula immutata,Moths,TERRESTRIAL_INSECTS
3684,Lep_6067,Scopula marginepunctata,Moths,TERRESTRIAL_INSECTS
3685,Lep_6052,Scopula nigropunctata,Moths,TERRESTRIAL_INSECTS
3686,Lep_6061,Scopula ornata,Moths,TERRESTRIAL_INSECTS
3687,Lep_6064,Scopula rubiginata,Moths,TERRESTRIAL_INSECTS
3688,Lep_6082,Scopula ternata,Moths,TERRESTRIAL_INSECTS
3689,Lep_6193,Scotopteryx bipunctaria,Moths,TERRESTRIAL_INSECTS
3690,Lep_6196,Scotopteryx chenopodiata,Moths,TERRESTRIAL_INSECTS
3691,Lep_6202,Scotopteryx luridata,Moths,TERRESTRIAL_INSECTS
3692,Lep_6199,Scotopteryx mucronata,Moths,TERRESTRIAL_INSECTS
3693,Lep_6751,Selenia dentaria,Moths,TERRESTRIAL_INSECTS
3694,Lep_6754,Selenia lunularia,Moths,TERRESTRIAL_INSECTS
3695,Lep_6757,Selenia tetralunaria,Moths,TERRESTRIAL_INSECTS
3696,Lep_6814,Selidosema brunnearia,Moths,TERRESTRIAL_INSECTS
3697,Lep_7627,Senta flammea,Moths,TERRESTRIAL_INSECTS
3698,Lep_2110,Sesia apiformis,Moths,TERRESTRIAL_INSECTS
3699,Lep_2113,Sesia bembeciformis,Moths,TERRESTRIAL_INSECTS
3700,Lep_7108,Setina irrorella,Moths,TERRESTRIAL_INSECTS
3701,Lep_7459,Sideridis reticulata,Moths,TERRESTRIAL_INSECTS
